acquisitions_id,acquiring_object_id,acquired_object_id,price_amount,price_currency_code,aquired_at
2706,c:37989,c:37991,\N,USD,2009-12-11
2707,c:1661,c:18192,\N,USD,2009-12-18
2708,c:38038,c:38039,33000000,USD,2009-12-18
2709,c:13882,c:38040,\N,USD,2009-12-18
2710,c:30042,c:38043,\N,USD,2009-12-17
2711,c:38051,c:38050,95000000,USD,2009-12-18
2713,c:7299,c:7299,\N,USD,2009-12-16
2714,c:59,c:13046,25000000,USD,2009-12-05
2715,c:38135,c:38136,\N,USD,2009-12-21
2716,c:1335,c:38164,\N,USD,2009-12-18
2718,c:2546,c:38253,79000000,USD,2009-12-21
2719,c:13112,c:38254,93300000,USD,2009-12-21
2720,c:38353,c:828,\N,USD,2009-12-23
2721,c:38356,c:24842,\N,USD,2009-12-22
2722,c:36466,c:38359,\N,USD,2009-12-22
2723,c:38375,c:38377,\N,USD,2009-12-21
2724,c:38381,c:38382,\N,USD,2009-12-19
2725,c:38385,c:60,207000000,USD,2009-12-20
2726,c:38387,c:38392,\N,USD,2009-12-21
2727,c:19533,c:867,\N,USD,2009-12-21
2728,c:12,c:27349,5200000,USD,2009-12-23
2729,c:38465,c:38466,\N,USD,2009-12-22
2730,c:13107,c:38468,18000000,USD,2009-12-22
2731,c:38469,c:38470,\N,USD,2009-12-22
2732,c:2756,c:38637,\N,USD,2009-12-23
2733,c:13450,c:38638,505000000,USD,2009-12-23
2734,c:22863,c:38639,52000000,USD,2009-12-23
2735,c:38640,c:38641,171900000,USD,2009-12-23
2736,c:6234,c:25080,\N,USD,2009-12-15
2737,c:38689,c:1365,500000000,USD,2009-12-23
2738,c:13389,c:38774,36000000,USD,2009-12-29
2739,c:5473,c:32,102000000,USD,2009-12-30
2740,c:38822,c:38823,\N,USD,2009-12-12
2741,c:28818,c:14106,\N,USD,2009-12-29
2742,c:38903,c:38904,46800000,USD,2009-12-29
2743,c:200,c:3207,\N,USD,2010-01-01
2745,c:39040,c:1672,\N,USD,2010-01-04
2746,c:39054,c:39055,550000,USD,2009-12-30
2747,c:39057,c:39059,17100000,USD,2009-12-31
2748,c:39064,c:39065,27000000,USD,2009-12-31
2750,c:39072,c:39073,\N,USD,2010-01-02
2751,c:22309,c:39076,\N,USD,2010-01-03
2752,c:39077,c:39078,\N,USD,2010-01-04
2753,c:7815,c:39085,\N,USD,2010-01-04
2754,c:39087,c:39088,\N,USD,2010-01-04
2755,c:39140,c:39053,1100000000,USD,2009-12-30
2756,c:10106,c:39173,\N,USD,2010-01-04
2757,c:28417,c:39176,\N,USD,2010-01-04
2758,c:39178,c:39179,\N,USD,2010-01-04
2759,c:966,c:23178,\N,USD,2010-01-04
2760,c:39183,c:39184,\N,USD,2010-01-04
2761,c:2680,c:39185,\N,USD,2010-01-04
2762,c:39186,c:39187,\N,USD,2010-01-04
2763,c:1654,c:637,275000000,USD,2010-01-05
2764,c:39190,c:39191,15000000,USD,2010-01-05
2765,c:27939,c:39197,100000000,USD,2010-01-05
2766,c:6277,c:39199,56000000,USD,2010-01-05
2767,c:37903,c:39244,\N,USD,2009-12-16
2768,c:39278,c:39279,\N,USD,2010-01-05
2769,c:26544,c:39280,\N,USD,2010-01-05
2770,c:39285,c:39283,12000000,USD,2010-01-06
2771,c:3316,c:21395,\N,USD,2010-01-07
2772,c:757,c:463,\N,USD,2010-01-07
2773,c:39345,c:35534,\N,USD,2010-01-07
2774,c:39350,c:39352,\N,USD,2010-01-06
2775,c:39355,c:39356,\N,USD,2010-01-07
2776,c:39358,c:39359,\N,USD,2010-01-07
2777,c:39361,c:37235,12000000,USD,2010-01-07
2778,c:39365,c:39366,160000000,USD,2010-01-07
2782,c:39536,c:5275,\N,USD,2010-02-01
2783,c:34079,c:1069,80000000,USD,2010-01-11
2784,c:39566,c:39567,\N,USD,2010-01-08
2785,c:38811,c:39570,\N,USD,2010-01-09
2786,c:39574,c:32447,253000000,USD,2010-01-04
2788,c:39578,c:39577,\N,USD,2009-12-31
2789,c:38762,c:39582,39000000,USD,2009-12-28
2790,c:39583,c:39585,\N,USD,2009-12-30
2791,c:39588,c:39589,\N,USD,2009-12-23
2792,c:15786,c:27358,620000000,USD,2009-12-23
2793,c:4138,c:27116,49000000,USD,2010-01-11
2794,c:26135,c:26780,\N,USD,2010-01-12
2795,c:6841,c:39630,\N,USD,2010-01-12
2796,c:39633,c:4065,\N,USD,2010-01-12
2797,c:26050,c:39646,\N,USD,2010-01-11
2798,c:39653,c:17855,\N,USD,2010-01-11
2799,c:21287,c:18164,\N,USD,2010-01-11
2800,c:3214,c:39656,\N,USD,2010-01-11
2801,c:39658,c:39660,\N,USD,2010-01-11
2802,c:1878,c:9513,17000000,USD,2010-01-12
2803,c:32315,c:39663,17600000,USD,2009-12-21
2804,c:30504,c:39665,\N,USD,2010-01-05
2806,c:39670,c:39673,130000000,USD,2010-01-12
2807,c:39669,c:39680,420000000,USD,2009-12-22
2808,c:39681,c:39364,255000000,USD,2010-01-07
2809,c:26071,c:39691,242000000,USD,2009-12-21
2810,c:1870,c:39739,20000000,USD,2010-01-13
2811,c:28362,c:28363,\N,USD,2009-07-22
2812,c:39774,c:39777,\N,USD,2010-01-12
2813,c:2557,c:18336,\N,USD,2010-01-12
2814,c:39778,c:39779,\N,USD,2010-01-12
2815,c:4850,c:39781,17800000,USD,2010-01-13
2816,c:20065,c:39785,\N,USD,2010-01-12
2817,c:227,c:39791,343200000,USD,2009-10-12
2818,c:30504,c:17070,\N,USD,2010-01-14
2819,c:4708,c:775,\N,USD,2010-01-14
2820,c:39866,c:39867,\N,USD,2010-01-13
2821,c:39868,c:39869,\N,USD,2010-01-13
2822,c:2432,c:39870,\N,USD,2010-01-13
2823,c:494,c:28557,\N,USD,2010-01-13
2824,c:39881,c:39882,\N,USD,2010-01-13
2826,c:26970,c:39954,\N,USD,2010-01-14
2827,c:25681,c:17508,\N,USD,2010-01-14
2828,c:26123,c:39955,\N,USD,2010-01-14
2829,c:27137,c:39960,600000,USD,2010-01-15
2830,c:39962,c:39963,\N,USD,2010-01-15
2831,c:39969,c:39968,\N,USD,2009-12-21
2832,c:39973,c:39972,\N,USD,2009-12-18
2834,c:39975,c:25577,\N,USD,2009-12-16
2835,c:28897,c:39977,\N,USD,2009-12-17
2836,c:39981,c:39980,\N,USD,2009-12-16
2837,c:30525,c:39987,108000000,USD,2009-12-14
2838,c:28285,c:39988,51500000,USD,2009-12-31
2839,c:39990,c:39989,\N,USD,2009-12-08
2840,c:40037,c:40038,300000,USD,2009-12-08
2841,c:40044,c:40043,8500000,USD,2009-12-08
2842,c:40046,c:40047,3500000,USD,2009-12-07
2843,c:40050,c:40049,\N,USD,2009-12-11
2844,c:40053,c:40052,2000000,USD,2009-12-07
2845,c:40059,c:14300,62400000,USD,2009-12-07
2846,c:12374,c:40060,31800000,USD,2010-01-13
2847,c:26107,c:40062,\N,USD,2009-12-08
2848,c:4175,c:94,\N,USD,2013-02-13
2849,c:40064,c:40066,4100000,USD,2009-12-08
2850,c:40069,c:40068,\N,USD,2009-12-19
2851,c:40111,c:40112,5500000,USD,2009-11-24
2852,c:5775,c:40113,128000000,USD,2010-01-15
2853,c:13108,c:40116,110000000,USD,2009-11-26
2854,c:25770,c:18689,22000000,USD,2009-11-23
2855,c:30498,c:40118,\N,USD,2009-11-23
2856,c:40121,c:40120,\N,USD,2009-12-14
2857,c:40124,c:40123,\N,USD,2009-11-06
2858,c:40125,c:40127,\N,USD,2009-11-19
2860,c:36751,c:1165,\N,USD,2010-01-19
2861,c:25780,c:40134,\N,USD,2009-11-18
2862,c:40135,c:32023,14000000,USD,2009-11-18
2863,c:30042,c:3691,\N,USD,2009-10-08
2864,c:40202,c:40203,66000000,USD,2009-11-17
2865,c:1591,c:40207,\N,USD,2009-12-21
2866,c:32373,c:40210,29000000,USD,2009-11-16
2867,c:40212,c:19259,\N,USD,2009-12-18
2868,c:2464,c:35012,\N,USD,2010-01-18
2869,c:28787,c:40213,2000000000,USD,2010-01-18
2872,c:40217,c:40216,\N,USD,2009-11-30
2873,c:31663,c:31866,145000000,USD,2010-01-19
2874,c:40223,c:40222,\N,USD,2009-12-08
2875,c:40229,c:40227,\N,USD,2009-12-17
2876,c:40235,c:40232,\N,USD,2009-12-09
2877,c:40238,c:40237,27000000,USD,2009-12-01
2878,c:40242,c:40241,\N,USD,2009-11-13
2879,c:40242,c:40243,\N,USD,2009-11-13
2880,c:40245,c:40244,\N,USD,2009-11-12
2881,c:1915,c:40247,\N,USD,2009-11-16
2882,c:40251,c:40249,1500000,USD,2009-11-12
2883,c:2584,c:40271,8000000,USD,2010-01-20
2885,c:9775,c:26042,\N,USD,2010-01-20
2886,c:35902,c:23011,\N,USD,2010-01-19
2889,c:40330,c:40329,\N,USD,2009-11-11
2890,c:40331,c:40332,\N,USD,2009-11-11
2891,c:40334,c:40333,\N,USD,2009-11-11
2893,c:36704,c:40355,103000000,USD,2009-11-10
2894,c:40357,c:40356,\N,USD,2009-11-10
2895,c:40359,c:40358,327000000,USD,2009-11-09
2896,c:29610,c:40360,\N,USD,2009-11-09
2897,c:31875,c:40363,\N,USD,2009-12-14
2898,c:40365,c:40364,22000000,USD,2009-11-09
2899,c:10085,c:12350,307000000,USD,1999-04-01
2900,c:6757,c:9526,\N,USD,2009-10-13
2901,c:40391,c:40273,2525000,USD,2010-01-15
2902,c:39324,c:40410,\N,USD,2009-11-10
2903,c:11503,c:40413,\N,USD,2009-11-08
2904,c:40416,c:40414,\N,USD,2010-01-12
2905,c:40422,c:40423,27000000,USD,2010-01-20
2906,c:40427,c:40428,\N,USD,2010-01-19
2907,c:40489,c:40488,\N,USD,2009-11-12
2908,c:40491,c:18200,604000000,USD,2010-01-28
2909,c:30525,c:40492,17000000,USD,2009-11-04
2910,c:40494,c:40493,\N,USD,2009-12-18
2911,c:25574,c:40495,\N,USD,2009-11-10
2912,c:40497,c:40496,175300000,USD,2009-11-03
2913,c:40499,c:40498,\N,USD,2009-12-31
2914,c:40501,c:40500,\N,USD,2009-11-05
2915,c:40504,c:40503,\N,USD,2009-12-16
2916,c:40506,c:40505,38000000,USD,2009-10-30
2917,c:342,c:7902,7400000000,USD,2006-01-24
2918,c:40591,c:40590,\N,USD,2009-11-17
2919,c:40593,c:40592,44700000,USD,2009-11-23
2920,c:40598,c:40597,\N,USD,2009-10-30
2921,c:40600,c:40599,1450000,USD,2009-10-29
2922,c:40608,c:40606,48900000,USD,2009-10-27
2923,c:351,c:10158,36500000,USD,2010-01-25
2924,c:40609,c:26964,10000000,USD,2009-10-25
2925,c:8931,c:4245,689000000,USD,2009-10-21
2926,c:2823,c:40615,124000000,USD,2009-10-21
2927,c:40682,c:40681,58500000,USD,2009-10-26
2928,c:40686,c:40685,395000000,USD,2009-10-20
2929,c:19308,c:40688,\N,USD,2010-01-25
2930,c:26452,c:40689,7300000,USD,2009-10-19
2931,c:9420,c:40690,4000000000,USD,2010-01-25
2932,c:14160,c:40691,\N,USD,2009-10-20
2933,c:40692,c:40694,\N,USD,2010-01-25
2935,c:40704,c:40703,250000,USD,2009-10-27
2936,c:32517,c:25249,30000000,USD,2009-10-15
2937,c:40709,c:40708,14700000,USD,2009-10-14
2938,c:27566,c:40710,\N,USD,2009-10-14
2939,c:15456,c:40588,\N,USD,2010-01-25
2940,c:40771,c:40770,\N,USD,2009-11-04
2941,c:40774,c:40773,\N,USD,2009-10-14
2942,c:40776,c:40775,\N,USD,2009-10-14
2943,c:40779,c:40778,225000,USD,2009-10-22
2944,c:40784,c:40783,\N,USD,2009-10-13
2945,c:40789,c:40788,\N,USD,2009-10-19
2946,c:40793,c:40792,\N,USD,2009-10-12
2947,c:40795,c:40794,\N,USD,2009-10-15
2948,c:25901,c:40798,\N,USD,2009-10-13
2949,c:40772,c:40799,\N,USD,2010-01-26
2950,c:40064,c:40820,\N,USD,2009-10-09
2951,c:40822,c:40821,324000000,USD,2009-10-09
2952,c:33472,c:40826,85000000,USD,2009-10-06
2953,c:40892,c:40893,26000000,USD,2009-10-07
2954,c:25445,c:21663,\N,USD,2009-12-11
2955,c:40896,c:4455,\N,USD,2009-10-09
2956,c:17511,c:40899,\N,USD,2010-01-27
2957,c:15299,c:19007,42000000,USD,2010-01-27
2958,c:40900,c:40901,\N,USD,2010-01-27
2959,c:40904,c:40903,\N,USD,2009-10-05
2960,c:40908,c:40907,\N,USD,2009-10-01
2961,c:760,c:1548,\N,USD,2007-06-12
2962,c:13816,c:23404,\N,USD,2010-01-28
2963,c:1359,c:40952,225000000,USD,2007-09-01
2964,c:40976,c:40977,\N,USD,2010-01-28
2965,c:40978,c:40980,\N,USD,2010-01-28
2966,c:304,c:40990,\N,USD,2010-01-28
2967,c:14963,c:16404,130000000,USD,2010-01-29
2968,c:41016,c:41015,\N,USD,2010-01-29
2969,c:24775,c:41021,\N,USD,2010-01-28
2971,c:818,c:3828,\N,USD,2010-02-01
2972,c:153,c:30520,\N,USD,2010-01-30
2973,c:24117,c:41180,\N,USD,2010-02-01
2974,c:41217,c:41216,\N,USD,2001-02-01
2975,c:41218,c:41219,\N,USD,2010-02-01
2976,c:41220,c:41221,\N,USD,2010-01-01
2977,c:4850,c:41222,\N,USD,2010-02-01
2978,c:568,c:41223,\N,USD,2010-02-01
2979,c:30989,c:10893,\N,USD,2010-02-02
2980,c:687,c:41274,\N,USD,2010-02-02
2981,c:41276,c:41277,\N,USD,2010-02-02
2982,c:3246,c:16403,\N,USD,2010-02-03
2983,c:21287,c:36008,\N,USD,2010-02-03
2984,c:317,c:41329,\N,USD,2010-02-03
2985,c:1735,c:11716,225000000,USD,2010-02-03
2986,c:41391,c:41390,\N,USD,2001-03-19
2987,c:41450,c:41451,\N,USD,2010-02-05
2988,c:41452,c:41453,\N,USD,2010-01-05
2989,c:41469,c:472,\N,USD,2009-05-11
2990,c:2680,c:16783,\N,USD,2010-01-01
2991,c:35263,c:41555,\N,USD,2010-01-06
2992,c:41651,c:8132,70000000,USD,2010-01-09
2993,c:28285,c:41653,\N,USD,2010-02-09
2994,c:25818,c:41656,\N,USD,2010-02-09
2995,c:41657,c:41658,\N,USD,2010-02-09
2996,c:2602,c:13986,12000000,USD,2010-02-09
2997,c:1812,c:4695,\N,USD,2010-02-11
2998,c:829,c:20679,2000000,USD,2010-02-11
2999,c:59,c:4622,50000000,USD,2010-02-11
3000,c:5936,c:41781,\N,USD,2010-02-11
3001,c:8969,c:32681,\N,USD,2010-02-10
3002,c:3246,c:21859,3500000000,USD,1995-01-01
3003,c:1926,c:41883,\N,USD,2010-02-10
3004,c:31839,c:41887,277000000,USD,2010-02-11
3005,c:24892,c:41888,\N,USD,2010-02-11
3006,c:41914,c:41913,\N,USD,2010-02-09
3007,c:16612,c:36935,1270000000,USD,2010-02-09
3008,c:283,c:42005,\N,USD,2006-01-01
3009,c:42004,c:42006,\N,USD,2010-02-09
3010,c:42009,c:42010,\N,USD,2010-02-11
3011,c:24926,c:42012,\N,USD,2010-02-12
3012,c:42086,c:42087,\N,USD,2010-02-16
3013,c:5744,c:42089,\N,USD,2010-02-12
3014,c:2043,c:42093,\N,USD,2010-02-15
3015,c:59,c:22881,\N,USD,2010-02-17
3016,c:5905,c:18804,\N,USD,2010-02-17
3017,c:3246,c:17542,\N,USD,2010-02-16
3018,c:42214,c:42215,\N,USD,2010-02-16
3019,c:29052,c:42222,\N,USD,2010-02-17
3020,c:42226,c:42230,\N,USD,2010-02-18
3021,c:28244,c:42291,\N,USD,2010-02-19
3022,c:15809,c:42292,\N,USD,2010-02-19
3023,c:5,c:42288,\N,USD,2010-02-19
3024,c:9068,c:6248,\N,USD,2010-02-22
3025,c:29025,c:335,100000000,USD,2010-02-22
3026,c:4010,c:42417,\N,USD,2010-02-22
3027,c:21154,c:10512,112000000,USD,2010-02-22
3028,c:14008,c:15436,34000000,USD,2010-02-22
3029,c:8091,c:42427,\N,USD,2010-02-22
3030,c:4053,c:28106,70000000,USD,2008-09-01
3031,c:42428,c:2210,\N,USD,2010-02-22
3032,c:30855,c:42430,\N,USD,2010-02-22
3033,c:42431,c:42432,\N,USD,2010-02-22
3034,c:42233,c:42435,\N,USD,2010-02-18
3035,c:42416,c:36325,\N,USD,2010-02-23
3036,c:4861,c:42495,\N,USD,2010-02-23
3037,c:42502,c:42503,250000000,USD,2010-02-23
3038,c:23283,c:28842,\N,USD,2010-02-23
3039,c:19180,c:19179,\N,EUR,2008-12-09
3040,c:9139,c:73141,\N,USD,2010-02-24
3041,c:2004,c:2177,\N,USD,2010-02-23
3042,c:26050,c:3748,\N,USD,2010-02-24
3044,c:41425,c:42612,50000,USD,2010-02-19
3045,c:1611,c:18370,\N,USD,2010-02-25
3046,c:243,c:42733,\N,USD,2010-02-24
3047,c:548,c:9581,8491000,USD,2010-04-27
3048,c:42780,c:42781,\N,USD,2010-02-25
3050,c:59,c:1093,\N,USD,2010-03-01
3051,c:26285,c:42944,\N,USD,2010-03-01
3052,c:988,c:42945,374000000,JPY,1987-06-16
3053,c:12178,c:21343,\N,USD,2010-03-02
3054,c:43029,c:43027,330000000,USD,2010-03-02
3055,c:7073,c:43032,\N,USD,2010-03-02
3056,c:304,c:43035,\N,USD,2010-03-02
3058,c:23125,c:14088,\N,USD,2010-03-03
3059,c:11536,c:15060,\N,USD,2010-03-04
3060,c:2312,c:4670,\N,USD,2010-03-04
3061,c:30553,c:17863,1200000000,USD,2010-03-05
3062,c:30503,c:34222,1500000,USD,2009-10-15
3063,c:20211,c:26091,\N,USD,2004-01-01
3064,c:17124,c:35887,123000000,USD,2010-03-08
3065,c:5473,c:43361,\N,USD,2010-03-01
3066,c:10604,c:5289,\N,USD,2010-03-03
3067,c:41805,c:43368,\N,USD,2010-03-08
3068,c:43411,c:43412,\N,USD,2010-03-08
3069,c:43448,c:41957,\N,USD,2010-03-09
3070,c:568,c:43503,\N,USD,2010-03-08
3071,c:10475,c:43526,450000000,USD,2010-03-09
3072,c:43562,c:22916,\N,USD,2010-03-10
3073,c:2829,c:43566,\N,USD,2010-01-20
3074,c:26050,c:20847,350000000,USD,2010-03-10
3075,c:43610,c:43611,\N,USD,2010-03-09
3077,c:2646,c:1090,\N,USD,2010-03-10
3078,c:43650,c:23123,\N,USD,2010-03-01
3079,c:43650,c:5941,\N,USD,2010-03-01
3080,c:7800,c:43683,\N,USD,2010-03-04
3081,c:13166,c:43686,\N,USD,2010-03-02
3082,c:43687,c:43688,1550000000,USD,2010-03-02
3083,c:43694,c:43695,\N,USD,2010-03-01
3084,c:25627,c:5172,\N,USD,2010-03-10
3085,c:14111,c:14863,\N,USD,2012-11-23
3086,c:475,c:41469,18000000,USD,2010-03-15
3087,c:43862,c:7429,\N,USD,2010-03-05
3088,c:16614,c:1559,\N,USD,2010-03-14
3089,c:14111,c:12305,\N,USD,2010-03-16
3090,c:4175,c:43982,\N,USD,2010-03-16
3091,c:25574,c:43983,1000000,USD,2010-03-16
3092,c:29,c:4987,\N,USD,2010-03-17
3093,c:22537,c:37566,\N,USD,2010-03-17
3094,c:26948,c:1833,\N,USD,2010-02-01
3095,c:44154,c:44150,\N,USD,2008-01-23
3096,c:44170,c:44171,\N,USD,2010-03-18
3097,c:9521,c:44172,50000000,USD,2010-03-18
3098,c:42825,c:14726,\N,USD,2010-03-19
3099,c:22309,c:44372,\N,USD,2010-03-22
3101,c:23778,c:44474,\N,USD,2010-03-23
3102,c:29805,c:44478,\N,USD,2010-03-23
3103,c:7650,c:44479,104000000,USD,2010-03-23
3104,c:15631,c:10215,\N,USD,2010-03-24
3105,c:20016,c:44556,1070000000,USD,2010-03-24
3106,c:44567,c:44570,\N,USD,2010-03-24
3107,c:5229,c:15007,\N,USD,2010-03-26
3108,c:40482,c:44711,21000000,USD,2010-03-26
3109,c:823,c:41538,\N,USD,2010-03-26
3110,c:24886,c:44713,\N,USD,2010-03-26
3111,c:32518,c:44715,\N,USD,2010-03-26
3112,c:40560,c:1030,\N,USD,2010-03-01
3113,c:44814,c:44818,594000000,USD,2010-03-29
3114,c:24869,c:44846,\N,USD,2010-03-29
3115,c:44515,c:44599,\N,USD,2001-01-01
3117,c:10309,c:44930,\N,USD,2008-01-11
3118,c:36888,c:44934,\N,USD,2010-03-29
3119,c:23125,c:14287,\N,USD,2010-03-31
3120,c:42214,c:10437,\N,USD,2010-03-31
3121,c:2782,c:8856,20000000,USD,2002-05-20
3122,c:44998,c:44999,\N,USD,2010-03-31
3123,c:39309,c:16284,\N,USD,2010-03-31
3124,c:45119,c:45118,\N,USD,2010-03-18
3125,c:14011,c:45121,\N,USD,2010-03-25
3126,c:5,c:19687,\N,USD,2010-04-02
3127,c:3645,c:45124,\N,USD,2010-03-15
3128,c:59,c:3604,\N,USD,2010-04-02
3129,c:16107,c:80,\N,USD,2010-04-05
3130,c:45353,c:45355,\N,USD,2010-04-07
3131,c:36033,c:40,\N,USD,2010-04-07
3132,c:609,c:45364,1575000,USD,2010-04-07
3133,c:8750,c:9436,\N,USD,2010-04-08
3135,c:823,c:7666,\N,USD,2010-04-09
3136,c:25799,c:5931,\N,USD,2010-04-09
3137,c:45470,c:45471,\N,USD,2010-04-08
3138,c:12,c:23485,\N,USD,2010-04-09
3139,c:32496,c:45514,78250000,USD,2010-04-09
3140,c:146189,c:45604,68000000,USD,2010-04-12
3141,c:59,c:35283,\N,USD,2010-04-12
3142,c:8990,c:25043,\N,USD,2010-04-13
3143,c:13916,c:30309,\N,USD,2010-04-07
3144,c:23010,c:41400,\N,USD,2010-02-01
3145,c:6306,c:45858,\N,USD,2010-04-14
3146,c:568,c:45862,\N,USD,2010-04-12
3147,c:45890,c:45889,\N,USD,2010-04-15
3148,c:34961,c:45968,\N,USD,2010-04-08
3149,c:46022,c:17283,\N,USD,2010-04-19
3150,c:37673,c:46057,\N,USD,2009-09-15
3151,c:4861,c:4873,160000000,USD,2010-04-20
3152,c:59,c:41230,\N,USD,2010-04-20
3153,c:2680,c:25790,685000000,USD,2010-04-20
3154,c:1972,c:6085,142000000,USD,2010-04-21
3155,c:1727,c:46209,\N,USD,2010-04-07
3156,c:45891,c:45891,\N,USD,2008-03-12
3157,c:45891,c:45891,\N,USD,2008-11-10
3158,c:34428,c:46237,\N,USD,\N
3159,c:17066,c:26388,2000000000,USD,2010-04-21
3160,c:31663,c:25284,\N,USD,2010-04-21
3161,c:809,c:46311,\N,USD,2010-04-22
3162,c:12,c:46391,\N,USD,2010-04-22
3166,c:33512,c:3501,\N,USD,2010-04-01
3167,c:33512,c:46407,\N,USD,2010-04-01
3168,c:19713,c:8581,\N,USD,2010-01-01
3169,c:7650,c:1621,\N,USD,2010-04-23
3170,c:23125,c:33520,\N,USD,2010-04-26
3171,c:46625,c:3002,\N,USD,2010-04-26
3172,c:59,c:6706,25000000,USD,2010-04-27
3173,c:1654,c:41876,121000000,USD,2010-04-27
3174,c:1654,c:12232,\N,USD,2010-04-28
3175,c:26477,c:16562,\N,USD,2010-04-28
3176,c:46749,c:36739,26250000,USD,2001-01-01
3177,c:355,c:3825,1200000000,USD,2010-07-01
3178,c:17069,c:46861,\N,USD,2010-04-29
3179,c:59,c:6216,35000000,USD,2010-05-02
3180,c:47073,c:25971,\N,USD,2008-12-22
3181,c:47164,c:47165,\N,USD,2010-05-03
3182,c:9514,c:16613,15000000,USD,2010-05-05
3183,c:3320,c:4143,300000000,USD,2010-04-29
3184,c:3320,c:3962,70000000,USD,2010-04-29
3185,c:47259,c:47260,32000000,USD,2010-04-27
3186,c:47265,c:47266,\N,USD,2010-04-28
3187,c:13246,c:47269,285000000,USD,2010-04-28
3188,c:47271,c:47272,\N,USD,2010-04-28
3189,c:10604,c:18705,\N,USD,2010-04-28
3190,c:19182,c:921,\N,USD,2010-05-04
3191,c:43562,c:12334,\N,USD,2010-04-29
3192,c:2584,c:47359,\N,USD,2010-04-30
3193,c:47362,c:47362,\N,USD,2010-04-30
3194,c:32944,c:47363,318000000,USD,2010-05-03
3195,c:3246,c:24549,\N,USD,2010-05-03
3196,c:1790,c:22721,50000000,USD,2010-05-03
3197,c:33427,c:60972,\N,USD,2010-05-04
3198,c:541,c:47374,\N,USD,2010-05-04
3200,c:8990,c:47423,\N,USD,2010-05-06
3201,c:47459,c:47460,\N,USD,2010-05-05
3202,c:47461,c:47462,1000000000,USD,2010-05-05
3203,c:23843,c:47464,\N,USD,2010-05-05
3204,c:11391,c:10252,\N,USD,2010-05-05
3205,c:32497,c:47481,300000000,USD,2010-05-07
3206,c:15850,c:47541,\N,USD,2010-05-07
3207,c:1645,c:42003,\N,USD,2010-05-06
3208,c:47426,c:22999,274000000,USD,2010-05-06
3210,c:246061,c:47592,223000000,USD,2010-05-06
3211,c:29472,c:47593,\N,USD,2010-05-06
3212,c:29472,c:43327,\N,USD,2010-05-06
3213,c:47470,c:23476,\N,USD,2010-03-01
3214,c:24597,c:47675,9000000,USD,2010-05-10
3216,c:262,c:1591,22500000,USD,2010-05-01
3217,c:1360,c:24598,8000000,USD,2010-05-11
3218,c:2537,c:47752,91000000,USD,2010-05-11
3219,c:43128,c:10976,\N,USD,2010-05-10
3220,c:4765,c:11439,\N,USD,2010-05-11
3221,c:630,c:47780,\N,USD,2010-05-11
3222,c:9068,c:47831,\N,USD,2010-05-12
3223,c:47834,c:47832,\N,USD,2010-05-12
3224,c:12352,c:47835,\N,EUR,2010-05-12
3225,c:3245,c:15862,5800000000,USD,2010-05-12
3226,c:1412,c:43191,\N,USD,2010-03-10
3227,c:47923,c:47924,\N,USD,2010-05-13
3228,c:24,c:47926,\N,USD,2010-05-13
3229,c:25,c:2332,10000000000,USD,1993-03-01
3230,c:42995,c:48015,\N,USD,2010-04-30
3231,c:2312,c:2318,\N,USD,2005-12-01
3232,c:28818,c:2415,\N,USD,2009-08-26
3233,c:15298,c:35835,\N,USD,2010-04-25
3234,c:11391,c:40964,\N,USD,2010-05-01
3235,c:48114,c:29899,\N,USD,\N
3236,c:29,c:336,90000000,USD,2010-05-18
3237,c:15862,c:26120,\N,USD,2010-02-01
3238,c:23422,c:21041,242000000,USD,2010-05-17
3239,c:475,c:48266,10000000,USD,2010-05-17
3240,c:17069,c:48267,\N,USD,2010-05-17
3241,c:59,c:48270,68200000,USD,2010-05-18
3242,c:47268,c:48272,\N,USD,2010-05-18
3243,c:48273,c:48274,\N,USD,2010-05-18
3244,c:23220,c:23221,\N,USD,2010-05-18
3245,c:32482,c:9811,75000000,USD,2010-05-18
3246,c:59,c:29997,\N,USD,2010-05-20
3247,c:838,c:24098,250000000,USD,2010-05-20
3248,c:48349,c:9822,\N,USD,2010-05-20
3249,c:23125,c:42094,\N,USD,2010-05-18
3250,c:2680,c:27686,\N,USD,2010-05-20
3251,c:28,c:22715,99000000,USD,2010-05-20
3252,c:3320,c:848,1280000000,USD,2010-03-19
3253,c:5243,c:4111,\N,USD,2010-05-20
3254,c:48374,c:48375,\N,USD,2010-05-20
3255,c:1812,c:48377,\N,USD,2010-05-20
3256,c:48415,c:8108,\N,USD,2010-01-01
3257,c:3524,c:9785,\N,USD,2010-05-24
3258,c:48483,c:30635,25000000,USD,2007-11-01
3259,c:3246,c:15088,1400000000,USD,2010-05-24
3260,c:34650,c:31777,66000000,USD,2010-05-24
3261,c:3763,c:16025,\N,USD,2010-05-24
3262,c:48520,c:48521,\N,USD,2010-05-24
3263,c:46298,c:48522,280000000,USD,2010-05-24
3264,c:14236,c:29312,\N,USD,2010-05-24
3265,c:29,c:48551,\N,USD,2010-05-25
3266,c:1038,c:48552,\N,USD,2010-05-25
3267,c:307,c:35542,\N,USD,2010-05-25
3268,c:48557,c:48558,\N,USD,2010-05-25
3269,c:45983,c:561,\N,USD,\N
3270,c:5,c:32866,\N,USD,2010-05-01
3271,c:48625,c:48627,\N,USD,2010-05-26
