object_id,funded_at,funding_round_type,raised_amount_usd,participants,office_id,region,zip_code,state_code
c:42499,2009-10-29,venture,400000,0,30478,SF Bay,94306,CA
c:42499,2008-10-22,venture,1000000,0,30478,SF Bay,94306,CA
c:42501,2010-02-22,venture,2000000,1,30479,Boston,2142,MA
c:30343,2010-02-22,venture,2894697,0,30481,SF Bay,94301,CA
c:42505,2010-02-22,venture,4996500,0,30483,SF Bay,,CA
c:5383,2010-02-23,venture,1000000,0,29227,Boston,2142,MA
c:42506,2010-02-19,venture,900000,0,30484,Seattle,98104,WA
c:35722,2010-02-19,venture,45000,0,25348,Seattle,98004,WA
c:42509,2010-03-16,series-a,5000000,1,30487,SF Bay,94041,CA
c:42508,2010-02-19,venture,300000,0,30486,Baltimore,,MD
c:42512,2010-02-18,other,230336,0,30489,Denver,80302,CO
c:42513,2010-02-18,venture,1000000,0,30490,Dallas,75093,TX
c:42515,2010-02-18,venture,3800000,0,30492,Atlanta,30339,GA
c:42518,2010-02-18,venture,1602500,0,30494,SF Bay,94111,CA
c:39103,2010-02-18,venture,20000,0,28121,Portland,97204,OR
c:42523,2010-02-18,venture,3262462,0,30498,Nashua,3060,NH
c:42523,2009-07-24,venture,1200000,0,30498,Nashua,3060,NH
c:42529,2007-08-30,series-a,7000000,1,30503,Minneapolis,55402,MN
c:42539,2007-11-08,series-a,\N,2,30514,New York,10004,NY
c:42544,2007-05-16,series-c+,11000000,3,30519,Boston,2114,MA
c:39751,2007-08-29,series-b,6000000,1,28656,Atlanta,30308,GA
c:42555,2007-04-18,series-a,6000000,1,30526,SF Bay,94089,CA
c:21040,2007-08-21,series-c+,10500000,4,30527,Boston,1702,MA
c:42610,2007-08-08,series-c+,10360000,5,30565,SF Bay,94304,CA
c:26467,2007-10-18,venture,10340000,4,30567,New York,10018,NY
c:34369,2005-05-01,series-b,21000000,1,24122,SF Bay,94608,CA
c:34369,2008-07-17,series-c+,8000000,0,24122,SF Bay,94608,CA
c:34369,2007-08-06,series-c+,13000000,0,24122,SF Bay,94608,CA
c:37902,2009-11-23,venture,1700000,0,27166,Los Angeles,90245,CA
c:37902,2008-08-01,series-a,3000000,2,27166,Los Angeles,90245,CA
c:31253,2007-05-16,series-c+,10150000,10,29216,Austin,78758,TX
c:42619,2010-02-24,other,602082,0,30573,Memphis,38117,TN
c:36936,2010-02-24,venture,2000000,0,26457,New York,10119,NY
c:42618,2007-03-02,series-b,10100000,4,30572,Sacramento,95630,CA
c:36769,2004-12-23,venture,55000,0,26315,Memphis,38120,TN
c:36769,2006-05-11,series-a,100000,0,26315,Memphis,38120,TN
c:36769,2007-05-01,series-b,6600000,0,26315,Memphis,38120,TN
c:36769,2007-12-01,series-b,3110000,0,26315,Memphis,38120,TN
c:36769,2008-08-01,series-b,2000000,0,26315,Memphis,38120,TN
c:42623,2010-02-24,venture,35000,0,30575,Mauldin,29662,SC
c:40466,2007-07-16,venture,2384,0,29108,Lebanon,3766,NH
c:40466,2007-07-01,series-a,400000,0,29108,Lebanon,3766,NH
c:40466,2007-09-21,series-a,5900000,2,29108,Lebanon,3766,NH
c:40466,2008-04-01,series-b,3180000,0,29108,Lebanon,3766,NH
c:42628,2009-10-14,other,925000,0,30579,Los Angeles,92618,CA
c:42628,2010-02-24,other,825000,0,30579,Los Angeles,92618,CA
c:42629,2010-02-24,venture,767100,0,30580,Denver,80202,CO
c:42631,2010-02-23,series-a,17000000,1,30583,Boston,2458,MA
c:42496,2010-02-09,venture,2800000,4,30475,SF Bay,94107,CA
c:42635,2010-02-24,series-a,4850000,0,30586,Los Angeles,,CA
c:42653,2007-03-06,venture,10000000,1,30590,New York,10004,NY
c:19717,2007-06-14,series-c+,10000000,4,30595,Portland,97070,OR
c:42662,2007-06-11,venture,10000000,1,30598,Atlanta,30097,GA
c:42667,2007-05-04,series-a,6000000,1,30599,New York,10018,NY
c:42672,2007-10-10,series-b,10000000,3,30602,Boston,1801,MA
c:42673,2007-07-31,series-a,6000000,2,30603,SF Bay,,CA
c:22786,2007-11-26,series-c+,10000000,3,30604,Boston,1803,MA
c:42674,2007-06-27,series-c+,10000000,1,30605,Houston,77056,TX
c:34352,2007-09-12,venture,10000000,6,30606,SF Bay,94085,CA
c:42676,2007-07-05,series-c+,\N,0,30608,Memphis,38103,TN
c:42679,2007-02-07,series-c+,10000000,6,30611,Washington DC,20164,VA
c:42682,2007-08-08,venture,10000000,2,30614,New York,10017,NY
c:42698,2007-09-10,series-a,10000000,2,30624,Shelton,6484,CT
c:42700,2007-09-29,series-b,10000000,1,30625,Uttar Pradesh,201301,\N
c:42702,2007-02-05,venture,10000000,6,30626,SF Bay,94085-2909,CA
c:42708,2009-06-01,angel,200000,0,30631,Washington DC,20147,VA
c:36590,2010-02-25,series-c+,25000000,5,26130,Houston,77379,TX
c:36590,2010-02-25,series-c+,25000000,5,26131,SF Bay,94303,CA
c:36767,2010-02-25,venture,150000,0,26313,SF Bay,94080,CA
c:42689,2010-02-25,series-a,15000000,2,30623,New York,10013,NY
c:42737,2010-02-25,venture,1200000,0,30640,Pittsburg,15143,PA
c:42789,2007-03-22,series-a,5000000,1,30684,Austin,78731,TX
c:42790,2007-05-10,venture,4950000,4,30687,SF Bay,94403,CA
c:34969,2007-08-13,series-a,4500000,1,30689,Boston,2118,MA
c:41324,2007-04-14,series-a,4200000,1,29648,New York,10003,NY
c:42798,2007-08-10,series-b,4100000,2,30693,SF Bay,94707,CA
c:42484,2009-03-01,series-b,32000000,4,30653,Denver,80027,CO
c:42484,2009-03-01,series-b,32000000,4,30654,Atlanta,30092,GA
c:42484,2009-03-01,series-b,32000000,4,30655,East Greenbush,12061,NY
c:42842,2007-10-02,series-c+,10000000,3,30726,Austin,78746,TX
c:42857,2007-10-31,venture,4000000,1,30734,unknown,,\N
c:10917,2007-10-04,series-c+,10000000,4,26048,Dallas,75081,TX
c:42862,2007-12-13,series-b,10000000,4,30738,Washington DC,22101,VA
c:42864,2007-10-01,series-a,4000000,2,30739,Raleigh-Durham,27513,NC
c:42865,2007-06-05,series-a,4000000,2,30740,Boston,2494,MA
c:18472,2007-11-15,venture,4000000,5,30742,Baltimore,21224,MD
c:36590,2005-02-03,series-b,9000000,2,26130,Houston,77379,TX
c:36590,2005-02-03,series-b,9000000,2,26131,SF Bay,94303,CA
c:36590,2006-12-14,venture,1100000,0,26130,Houston,77379,TX
c:36590,2006-12-14,venture,1100000,0,26131,SF Bay,94303,CA
c:36590,2007-01-03,series-b,7337500,0,26130,Houston,77379,TX
c:36590,2007-01-03,series-b,7337500,0,26131,SF Bay,94303,CA
c:36590,2007-09-11,venture,5000000,0,26130,Houston,77379,TX
c:36590,2007-09-11,venture,5000000,0,26131,SF Bay,94303,CA
c:42555,2010-03-01,venture,4019869,0,30526,SF Bay,94089,CA
c:3654,2010-03-01,series-c+,6000000,4,32350,New York,10001,NY
c:42909,2010-03-01,venture,400000,0,30766,New York,10016,NY
c:36713,2010-03-01,other,185000,0,26259,New York,,NY
c:42910,2010-03-01,venture,3374867,0,30767,Greenville,29601,SC
c:42911,2010-03-01,series-a,2375000,0,30768,Los Angeles,90028,CA
c:42912,2010-03-01,venture,5643168,0,30769,Minneapolis,55431,MN
c:39751,2009-10-14,venture,8180674,0,28656,Atlanta,30308,GA
c:39751,2010-02-26,venture,819326,0,28656,Atlanta,30308,GA
c:42122,2010-02-26,venture,363734,0,30228,Boston,1752,MA
c:42915,2009-09-22,other,350000,0,30772,SF Bay,94010,CA
c:42915,2009-02-26,other,235000,0,30772,SF Bay,94010,CA
c:42920,2010-02-26,venture,282077,0,30778,SF Bay,94107,CA
c:42921,2009-08-01,angel,\N,0,30779,Washington DC,20910,MD
c:42921,2009-05-29,angel,35000,0,30779,Washington DC,20910,MD
c:39127,2010-03-01,venture,44808930,0,28135,SF Bay,95134,CA
c:42932,2010-02-01,series-a,\N,0,30795,Los Angeles,92705,CA
c:42931,2008-08-01,angel,17000,1,30808,Denver,80206,CO
c:42931,2008-08-01,angel,8000,1,30808,Denver,80206,CO
c:42931,2009-12-01,angel,75000,0,30808,Denver,80206,CO
c:42931,2009-12-01,angel,50000,1,30808,Denver,80206,CO
c:42958,2010-03-01,series-a,2700000,1,30810,Tuscon,85750,AZ
c:12560,2007-12-04,venture,10000000,1,30818,Washington DC,20190,VA
c:42972,2008-01-22,series-a,3500000,4,30820,Madison,53713,WI
c:42976,2009-09-01,series-a,2000000,0,30823,New York,10019,NY
c:12372,2007-08-07,series-b,3450000,2,24545,Denver,80205,CO
c:42977,2007-08-10,venture,3600000,2,30825,Atlanta,30326,GA
c:42985,2007-08-07,venture,3250000,1,30829,Atlanta,30097,GA
c:42998,2010-03-02,angel,250000,1,30842,Los Angeles,90503,CA
c:34298,2010-05-10,other,340000,3,24095,New York,10010,NY
c:43018,2010-03-02,venture,10924534,0,30855,River Falls,54022,WI
c:43019,2010-03-02,venture,28916055,0,30856,San Diego,92123,CA
c:43020,2010-03-02,other,135000,0,30857,Massachusetts - Other,,MA
c:43023,2010-03-02,series-a,3146037,0,30858,SF Bay,94085,CA
c:38721,2010-03-02,series-b,5394207,0,27821,Boston,1824,MA
c:43024,2010-03-02,other,6000000,0,30859,Boston,2026,MA
c:43024,2010-03-02,other,6000000,0,30891,Atlanta,30144,GA
c:43025,2010-03-02,venture,2477000,0,30860,Phoenix,85260,AZ
c:43033,2010-03-02,series-c+,22000000,0,30865,Washington DC,20814,MD
c:43036,2010-03-02,venture,1000000,0,30867,Naples,34117,FL
c:43037,2010-03-02,other,788800,0,30868,Inyokern,93527,CA
c:43039,2010-03-02,venture,220000,0,30870,Concord,3301,NH
c:43045,2007-11-08,series-a,3200000,1,30872,SF Bay,94118,CA
c:43053,2007-06-01,series-a,9600000,4,30877,SF Bay,95054,CA
c:43055,2007-05-07,series-c+,3000000,1,30878,SF Bay,94538,CA
c:39105,2007-06-05,series-a,9400000,2,28125,SF Bay,94025,CA
c:36759,2010-03-03,series-a,3000000,1,26302,Portland,97209,OR
c:43024,2006-07-19,series-a,10000000,1,30859,Boston,2026,MA
c:43024,2006-07-19,series-a,10000000,1,30891,Atlanta,30144,GA
c:43109,2008-01-01,series-a,\N,0,30899,SF Bay,94103,CA
c:41336,2010-03-03,series-b,3300000,5,29664,SF Bay,94089,CA
c:43114,2007-04-19,angel,\N,0,30904,SF Bay,95054,CA
c:43114,2009-09-16,series-a,\N,1,30904,SF Bay,95054,CA
c:43115,2007-06-25,series-a,3000000,1,30905,Washington DC,20002,DC
c:43119,2007-03-01,series-a,2400000,1,30910,Boston,2451,MA
c:43126,2010-03-02,other,500000,0,30915,Portland,4101,ME
c:43127,2007-07-18,series-a,2755800,1,30916,Boston,2142,MA
c:20385,2007-06-25,series-c+,9000000,3,30921,Boston,1867,MA
c:43133,2007-04-12,series-c+,9000000,2,30922,Houston,77046,TX
c:43135,2007-04-09,series-c+,9000000,1,30925,New York,10018,NY
c:29786,2007-07-13,venture,2500000,1,30936,Hoboken,7030,NJ
c:43141,2007-06-13,venture,9000000,2,30939,SF Bay,94303,CA
c:43143,2007-02-06,venture,9000000,1,30941,Dallas,75254-8801,TX
c:10616,2007-09-25,series-c+,2350000,2,30940,Detroit,48075,MI
c:43154,2007-01-01,series-c+,9000000,5,30945,Boston,2451,MA
c:43162,2007-03-12,venture,8900000,1,30951,SF Bay,95051,CA
c:36699,2009-06-01,angel,\N,1,26251,SF Bay,94110,CA
c:43183,2010-03-04,other,300000,1,30965,SF Bay,94111,CA
c:43184,2010-03-04,venture,97950,0,30966,Nashville,60002,TN
c:43187,2010-03-04,other,615000,0,30969,SF Bay,94107,CA
c:43189,2007-04-30,venture,2100000,3,30972,Austin,78759,TX
c:43193,2007-08-15,venture,2000000,2,30976,Raleigh-Durham,27703,NC
c:20065,2007-03-08,series-a,2000000,1,30980,SF Bay,94065,CA
c:43197,2009-01-01,angel,100000,0,30982,SF Bay,,CA
c:43199,2007-08-30,series-c+,1790000,2,30983,Lansdowne,20176,VA
c:43201,2007-06-11,series-a,1700000,1,30987,SF Bay,70506,LA
c:41805,2010-03-05,venture,2500000,0,30009,Dallas,76092,TX
c:43228,2010-03-05,other,410000,0,31007,Denver,80237,CO
c:21499,2010-03-05,other,842981,0,31008,Boston,2466,MA
c:38454,2010-02-05,other,600000,0,27615,Portsmouth,3801,NH
c:43229,2010-03-05,private-equity,5000000,0,31009,Honolulu,96813,HI
c:36879,2010-03-05,venture,2000000,0,26403,Austin,78746,TX
c:43231,2009-09-14,other,227295,0,31010,Gainesville,32603,FL
c:37177,2010-03-30,series-c+,36000000,11,26615,Boston,1810,MA
c:25804,2010-03-05,venture,125000,0,31011,Indianapolis,46173,IN
c:43234,2010-04-29,venture,345400,0,31012,Los Angeles,92780,CA
c:37243,2010-03-03,venture,500000,0,26681,Saint Louis,63017 3407,MO
c:43236,2010-03-03,venture,9999998,0,31016,SF Bay,94043,CA
c:39942,2010-03-05,angel,\N,2,28804,Charleston,29492,SC
c:43238,2010-03-05,other,175000,0,31017,New York,10591,NY
c:43239,2010-03-03,venture,789400,0,31018,Charlotte,28204,NC
c:43184,2010-03-05,venture,9000,0,30966,Nashville,60002,TN
c:43240,2010-03-05,other,550000,0,31019,Washington DC,20037,DC
c:6874,2007-03-01,venture,1500000,11,31022,SF Bay,94080,CA
c:43251,2007-07-26,venture,1500000,2,31027,Detroit,48103,MI
c:43252,2007-06-19,series-a,\N,2,31030,Boston,2138,MA
c:43260,2007-01-01,venture,1200000,1,31038,Salt Lake City,84043,UT
c:43263,2010-03-01,angel,130000,1,31042,New York,10003,NY
c:43283,2009-12-09,venture,13000000,2,31051,Boston,2134,MA
c:43310,2007-05-09,series-b,1130000,1,31066,SF Bay,94002,CA
c:43311,2007-07-16,series-a,1040000,1,31067,SF Bay,,CA
c:37295,2007-02-26,series-a,1050000,1,26712,Seattle,98121,WA
c:43315,2007-04-08,venture,2005950,1,31071,San Diego,92106,CA
c:43319,2007-01-01,venture,965000,2,31076,SF Bay,94041,CA
c:38590,2007-06-01,angel,940000,2,27720,SF Bay,94063,CA
c:43321,2007-11-01,venture,939000,1,31078,Chicago,60173,IL
c:19862,2007-07-13,series-c+,8330000,6,25219,Seattle,98101,WA
c:43327,2007-01-11,series-c+,8100000,2,31085,Boston,01752-4603,MA
c:21760,2010-03-08,series-b,11000000,3,30900,New York,10001,NY
c:43345,2007-04-20,series-c+,8000000,3,31105,Manchester,3104,NH
c:40812,2005-06-13,series-a,15000000,2,29280,SF Bay,95131,CA
c:40812,2007-07-01,series-b,3000000,0,29280,SF Bay,95131,CA
c:43346,2007-11-27,series-b,8000000,2,31108,Minneapolis,55441,MN
c:43350,2007-07-26,series-a,8000000,2,31109,Kansas City,ON K2K 2A4,\N
c:43354,2007-04-03,series-c+,8000000,7,31111,Washington DC,20191-5801,VA
c:43355,2007-04-23,series-c+,8000000,4,31112,SF Bay,94066,CA
c:38594,2010-03-08,other,1412000,0,27722,Atlanta,30308,GA
c:43373,2010-03-08,venture,20000,0,31120,Denver,50439,CO
c:36699,2010-03-05,angel,800000,14,26251,SF Bay,94110,CA
c:42416,2010-03-08,other,1500000,0,30412,Raleigh-Durham,27701,NC
c:43392,2010-03-08,venture,250000,0,31131,Chicago,60654,IL
c:43393,2010-03-08,venture,1200000,2,31132,New York,10023,NY
c:43401,2008-01-01,angel,300000,0,31136,SF Bay,94402,CA
c:43406,2009-01-01,angel,\N,0,31143,United States - Other,,\N
c:43410,2010-03-08,venture,8000000,2,31146,Boston,1801,MA
c:43416,2010-03-09,angel,300000,2,31150,New York,10003,NY
c:43418,2010-03-09,series-a,35000000,2,31152,Boston,2142,MA
c:43423,2007-08-29,venture,\N,1,31157,Denver,80201,CO
c:43430,2007-02-27,venture,1500000,1,31161,Austin,78759,TX
c:43438,2007-01-29,venture,323025,1,31165,New York,10013,NY
c:43453,2007-03-09,series-c+,8000000,3,31178,Seattle,98102,WV
c:43456,2007-08-27,series-c+,8000000,1,31182,Baton Rouge,70809,LA
c:43458,2007-09-23,venture,8000000,3,31184,SF Bay,94402,CA
c:43461,2010-02-26,series-a,2280161,1,31186,Chicago,60532,IL
c:35236,2010-03-11,series-a,2000000,4,28207,SF Bay,94103,CA
c:43469,2007-06-18,series-b,8000000,3,31188,SF Bay,95014,CA
c:43476,2010-03-09,other,370000,0,31191,SF Bay,94105,CA
c:43477,2007-01-01,other,2000000,1,31192,Indianapolis,46032,IN
c:43483,2010-03-09,other,2250045,0,31439,Washington DC,20170,VA
c:43486,2010-03-09,venture,11884138,0,31205,Phoenix,85004,AZ
c:43496,2010-03-09,angel,500000,1,31210,Portland,97204,OR
c:39593,2010-03-05,venture,4750000,2,28525,SF Bay,94545,CA
c:43519,2010-03-09,series-c+,7800000,0,31225,San Diego,92109,CA
c:43523,2010-03-10,series-b,7000000,2,31228,Providence,2903,RI
c:12653,2007-04-18,series-a,7700000,3,31238,SF Bay,94104,CA
c:12308,2008-09-26,venture,3000000,4,31240,SF Bay,94108,CA
c:12308,2008-09-26,venture,3000000,4,31241,Los Angeles,90405,CA
c:12308,2009-11-12,venture,744630,0,31240,SF Bay,94108,CA
c:12308,2009-11-12,venture,744630,0,31241,Los Angeles,90405,CA
c:43565,2010-03-10,venture,1000000,0,31249,Austin,78727,TX
c:41322,2008-05-01,angel,125000,0,31251,Zeeland,49464,MI
c:41322,2010-01-15,series-a,50000,1,31251,Zeeland,49464,MI
c:22295,2005-01-26,venture,2250000,0,25357,Santa Barbara,93101,CA
c:22295,2005-01-26,venture,2250000,0,26434,Boston,2141,MA
c:22295,2005-08-09,venture,15000000,1,25357,Santa Barbara,93101,CA
c:22295,2005-08-09,venture,15000000,1,26434,Boston,2141,MA
c:22295,2007-06-05,series-b,4800000,1,25357,Santa Barbara,93101,CA
c:22295,2007-06-05,series-b,4800000,1,26434,Boston,2141,MA
c:39546,2009-01-01,angel,\N,1,28486,SF Bay,94103,CA
c:22295,2005-01-01,venture,17900000,1,25357,Santa Barbara,93101,CA
c:22295,2005-01-01,venture,17900000,1,26434,Boston,2141,MA
c:43580,2010-03-10,venture,500000,0,31258,Fort Collins,80526,CO
c:43580,2010-03-10,venture,400000,0,31258,Fort Collins,80526,CO
c:43584,2010-03-10,series-b,20000000,3,31259,Atlanta,30005,GA
c:43591,2007-04-02,series-b,57500000,6,31267,Boston,2139,MA
c:42503,2007-01-29,series-c+,63000000,5,30482,Philadelphia,19355,PA
c:42503,2007-05-31,series-c+,14700000,2,30482,Philadelphia,19355,PA
c:43592,2007-09-27,venture,75000000,1,31270,Los Angeles,91320,CA
c:43593,2007-03-08,series-c+,55000000,10,31271,San Diego,92121,CA
c:43594,2007-10-15,series-c+,33000000,9,31272,East Norriton,19403,PA
c:43601,2007-07-12,series-c+,41300000,8,31278,Los Angeles,90404,CA
c:36485,2007-10-29,series-c+,40000000,6,26072,Boston,MA 01792,MA
c:43604,2007-01-15,venture,7500000,1,31279,Denver,80112,CO
c:43605,2007-06-22,series-c+,28000000,6,31280,San Diego,92121,CA
c:21025,2007-05-04,series-c+,11500000,6,33741,SF Bay,94588,CA
c:21025,2007-05-04,series-c+,11500000,6,33742,Chicago,60661,IL
c:21025,2007-05-04,series-c+,11500000,6,33744,Dallas,75240,TX
c:21025,2007-05-04,series-c+,11500000,6,33745,Raleigh-Durham,27511,NC
c:21025,2007-05-04,series-c+,11500000,6,33746,New York,10121,NY
c:43622,2007-01-09,series-c+,35000000,5,31297,Washington DC,20879,MD
c:43628,2007-11-08,series-b,33000000,6,31305,San Diego,92121,CA
c:43644,2009-01-01,angel,800000,0,31313,Los Angeles,,CA
c:8583,2010-03-11,series-b,25000000,3,31496,Washington DC,20005,DC
c:40394,2010-03-11,venture,193500,0,29050,Indianapolis,46032,IN
c:43655,2010-03-11,venture,6213250,0,31322,Austin,78735,TX
c:41824,2010-09-12,angel,1175000,1,31323,Seattle,98107-5136,WA
c:43453,2010-03-11,other,256751,0,31178,Seattle,98102,WV
c:43661,2011-07-13,venture,500000,0,31327,Raleigh-Durham,27705,NC
c:43665,2010-03-11,series-a,9000000,2,31331,SF Bay,94041,CA
c:43669,2007-05-11,series-b,33800000,5,31334,Seattle,98109,WA
c:43680,2007-10-26,series-b,30000000,5,31339,Seattle,98102,WA
c:35252,2007-07-11,series-b,30000000,5,24899,Seattle,98006,WA
c:43696,2007-02-27,series-c+,25500000,5,31354,Westport,6880,CT
c:26729,2007-03-05,series-a,21000000,4,24434,Seattle,98121,WA
c:43698,2007-09-26,series-c+,40000000,3,31356,SF Bay,94025,CA
c:43700,2007-06-11,series-b,7500000,3,31358,Dallas,75234,TX
c:43701,2007-11-26,series-c+,7390000,2,31359,Boston,1862,MA
c:37441,2007-09-12,series-a,23600000,4,26798,Washington DC,20878,MD
c:43718,2007-02-07,venture,22300000,5,31364,Seattle,98102,WA
c:43721,2009-12-15,angel,1000000,0,31367,Louisville,40229,KY
c:43724,2007-03-27,series-b,15300000,3,31370,Salt Lake City,84109,UT
c:22295,2010-03-12,venture,25000000,1,25357,Santa Barbara,93101,CA
c:22295,2010-03-12,venture,25000000,1,26434,Boston,2141,MA
c:43736,2007-04-05,series-b,7380000,3,31379,SF Bay,95054-3009,CA
c:43743,2010-03-12,venture,14462322,0,31383,San Diego,92121,CA
c:37754,2010-03-12,venture,248309,0,27039,SF Bay,940463,CA
c:43741,2007-09-12,series-c+,7200000,4,31384,Austin,78759,TX
c:43747,2010-03-12,venture,289998,0,31388,SF Bay,95131,CA
c:43753,2010-03-12,series-b,35000000,5,31392,Boston,2139,MA
c:43755,2010-03-29,series-b,28000000,3,31394,Boston,2142,MA
c:43757,2007-12-10,series-b,18500000,3,31396,Austin,78744,TX
c:43761,2007-11-27,series-a,15500000,3,31405,San Diego,92011,CA
c:43765,2007-08-07,series-c+,15500000,5,31406,Boston,2453,MA
c:43775,2007-05-15,series-a,15000000,3,31417,Indianapolis,46032,IN
c:43776,2004-05-12,series-a,15000000,3,31419,Boston,2139,MA
c:28369,2007-05-23,series-a,12100000,3,27309,Boston,2142,MA
c:43805,2007-06-16,series-b,7100000,2,31440,Seattle,98104,WA
c:43806,2007-10-17,series-b,7000000,1,31441,Sacramento,95661,CA
c:42123,2007-05-22,series-b,7000000,6,30230,Boston,2026,MA
c:43816,2007-05-29,series-a,12000000,3,31444,Denver,80045,CO
c:43817,2007-03-28,series-c+,12000000,0,31446,San Diego,92081,CA
c:43821,2007-11-16,venture,26500000,1,31449,North Carolina - Other,27709,NC
c:43826,2007-06-06,series-b,10700000,4,31453,Boston,2421,MA
c:43830,2007-06-21,series-a,10000000,4,31456,Philadelphia,19087,PA
c:43831,2007-01-23,series-b,10000000,3,31457,Minneapolis,55441,MN
c:43832,2007-06-28,venture,7000000,1,31458,SF Bay,94105,CA
c:43842,2007-10-29,series-c+,9500000,1,31465,North Brunswick,8902,NJ
c:43848,2008-01-01,series-a,2000000,0,31471,New York,10022,NY
c:41469,2004-01-01,venture,\N,1,29757,Atlanta,30339,GA
c:43856,2009-01-01,angel,50000,0,31478,New York,10001,NY
c:43410,2000-07-01,series-c+,23000000,0,31146,Boston,1801,MA
c:43868,2010-03-15,other,11000000,0,31488,Jackson,39211,MS
c:43231,2010-03-15,series-a,1000000,1,31010,Gainesville,32603,FL
c:43869,2009-04-02,venture,683693,0,31489,Washington DC,20763,MD
c:43869,2010-03-15,venture,2785014,0,31489,Washington DC,20763,MD
c:43870,2010-03-15,venture,883000,0,31490,Washington DC,21740,MD
c:43872,2010-03-15,other,2600000,6,31491,SF Bay,94402,CA
c:43873,2007-01-05,series-c+,7000000,1,31492,SF Bay,95035-6261,CA
c:43874,2007-07-20,series-c+,7000000,3,31493,SF Bay,95112,CA
c:43875,2007-03-27,venture,7000000,3,31494,Washington DC,20191,VA
c:43877,2007-03-19,series-b,6700000,4,31495,SF Bay,95054,CA
c:43882,2010-03-15,angel,750000,2,31500,SF Bay,94306,CA
c:43881,2007-11-12,venture,6500000,2,31499,Boston,2021,MA
c:40850,2007-11-13,series-c+,6500000,2,29301,Denver,80202,CO
c:43893,2010-01-01,angel,\N,0,31506,San Diego,92037,CA
c:15704,2010-03-15,venture,500000,0,30694,Atlanta,30339,GA
c:43894,2009-05-26,venture,946687,0,31509,Washington DC,21046,MD
c:43895,2009-01-01,angel,\N,0,31510,Indianapolis,46204,IN
c:43900,2010-03-15,series-a,5200000,2,31515,Los Angeles,92651,CA
c:37350,2007-08-03,series-c+,8800000,4,26750,Saint Louis,63132,MO
c:43907,2010-03-15,series-a,21000000,2,31520,Boston,2116,MA
c:43914,2007-11-05,series-a,8000000,3,31524,Boston,2142,MA
c:43915,2007-04-30,venture,7410000,3,31525,New York,10154,NY
c:43916,2010-03-16,series-a,9000000,5,31527,Boston,2451,MA
c:34787,2007-07-12,venture,7000000,2,24472,Raleigh-Durham,27617,NC
c:43923,2007-01-30,series-b,6600000,3,31536,SF Bay,94043,CA
c:39338,2007-10-24,series-b,6600000,3,28308,Philadelphia,19355,PA
c:37746,2007-07-10,venture,6500000,3,27033,San Diego,92128,CA
c:43938,2007-10-12,venture,6500000,1,31550,Charlotte,28209,NC
c:40832,2007-07-11,series-a,6500000,1,29286,Atlanta,30005,GA
c:26799,2007-05-16,series-a,6300000,3,24547,Atlanta,30339,GA
c:43943,2007-04-03,series-c+,6220000,4,31555,Albuquerque,87107,NM
c:43948,2007-07-01,venture,6050000,2,31556,SF Bay,94301,CA
c:39750,2007-04-05,series-a,6000000,2,28655,Boston,1810,MA
c:17774,2007-12-01,series-a,6000000,2,31558,Boston,1886,MA
c:43954,2007-07-23,series-a,6000000,4,31564,Boston,1803,MA
c:43977,2010-07-01,other,30000,1,31576,Lexington,40555,KY
c:43414,2010-03-16,series-b,6500000,3,31578,SF Bay,94404,CA
c:43981,2010-03-16,venture,450000,0,31584,Denver,80401,CO
c:43987,2007-09-27,series-b,\N,3,31587,Salt Lake City,84119,UT
c:43994,2007-11-03,series-a,5000000,1,31592,Tampa,33607,FL
c:44002,2007-09-13,series-a,4000000,1,31602,Houston,77054,TX
c:32504,2007-06-07,series-a,4000000,2,24178,Raleigh-Durham,27560,NC
c:44008,2007-04-01,venture,6000000,2,31612,SF Bay,94607,CA
c:44014,2007-09-10,venture,3750000,1,31618,Raleigh-Durham,27514,NC
c:13796,2007-11-12,venture,6000000,1,29132,Pittsburg,15219,PA
c:44015,2007-02-27,venture,6000000,2,31621,unknown,6851,\N
c:44016,2007-01-16,series-c+,3680000,3,31620,Seattle,98021,WA
c:40035,2010-01-27,angel,300000,0,28851,Nashville,37130,TN
c:2646,2010-03-17,venture,349203,1,31773,SF Bay,94105,CA
c:39103,2010-03-17,venture,20000,0,28121,Portland,97204,OR
c:44062,2010-03-17,other,158000,0,34615,Washington DC,20815,MD
c:44063,2010-03-17,other,877780,0,31642,Washington DC,21401,MD
c:44067,2010-03-17,series-c+,12000000,1,31643,Boston,2421,MA
c:44070,2010-03-17,venture,165000,0,31645,Lubbock,79404,TX
c:43183,2010-03-17,other,25000,2,30965,SF Bay,94111,CA
c:44073,2007-06-08,venture,3400000,1,31646,Denver,80045,CO
c:44075,2010-03-17,series-a,2200000,7,31711,Denver,80302,CO
c:44074,2007-05-07,series-a,3400000,1,31647,SF Bay,94304,CA
c:44077,2007-07-06,series-a,3300000,3,31650,Princeton,8540,NJ
c:44080,2007-12-10,venture,3000000,2,31652,Madison,53704,WI
c:44081,2007-06-21,venture,3000000,1,31653,Boston,1752,MA
c:44082,2007-04-16,venture,3000000,1,31654,Fort Lauderdale,33324,FL
c:44089,2012-09-01,series-c+,7500000,1,31663,SF Bay,94080,CA
c:44090,2010-03-17,series-b,10000000,2,31664,Boston,1886,MA
c:44081,2007-12-17,series-c+,2540000,3,31653,Boston,1752,MA
